ID_compte;ID_visiteur;ID_produit;quantite
;2781;5143;39
;4146;7168;438
868;;6624;357
;7116;6107;24
3469;;6428;80
4241;;4409;1
;9539;3286;64
9811;;6201;36
3273;;8266;49
;9803;8681;22
;6687;3517;317
;4772;6204;21
;9417;5629;6
;8759;3074;154
9563;;1461;24
7726;;604;203
;4451;5634;104
;2262;5220;24
8117;;2443;117
;5744;8501;390
6312;;1726;36
5038;;466;73
;6339;2387;93
3582;;3922;263
2792;;9314;232
;5705;7813;171
7264;;1037;54
;4225;3017;157
1850;;2592;21
;5864;2110;11
3748;;6142;103
;733;8518;16
;3243;3534;6
2700;;667;222
7767;;8990;29
;327;4388;48
;5328;5567;210
3576;;7275;38
;9055;7835;136
;1431;7959;34
6495;;6658;180
8794;;6674;389
;9868;2781;118
;8756;4455;14
;167;7274;43
7591;;2840;33
4396;;7665;11
;8703;5537;160
;1344;42;28
;9186;4455;5
;9008;774;0
;132;2638;22
;7017;8996;105
;4362;8814;75
;4328;2998;150
2819;;6024;1
;6662;3671;163
;8871;5429;181
;6755;4411;198
6374;;593;295
4613;;1513;11
3948;;9895;14
6422;;3623;46
8777;;2711;241
;2062;2812;106
;3327;5461;117
;3228;4432;328
;5765;2346;97
9115;;8456;326
1514;;3165;271
2555;;5890;1
8574;;2777;24
3237;;5696;75
;4785;3296;207
;3832;652;61
;8047;206;55
;1766;6506;44
;1481;3254;184
8133;;3086;118
2607;;9661;89
;5112;8546;1
;5758;1205;114
1769;;9825;175
4495;;5057;131
684;;7122;0
1823;;512;4
;4363;2794;157
;8485;7467;75
;3167;3062;197
2530;;3884;214
3577;;7613;162
;4442;9461;172
;3195;332;77
;1559;8366;130
8337;;3790;61
9586;;486;84
;5629;1005;17
;6776;6433;96
5544;;2625;2
;3428;4956;276
;9079;5279;167
;2908;8606;213
;7724;220;10
;5719;171;25
;7323;6389;71
3445;;6244;67
;7988;2240;73
;6735;5406;82
;4418;5531;6
;3494;3713;221
9870;;5771;92
6270;;8068;2
9664;;5426;184
8836;;8907;26
3091;;3610;168
528;;9253;24
;6799;2282;125
;5843;9803;54
;1372;4940;61
7790;;6264;114
;2995;2900;21
;2033;3036;114
3920;;6632;135
251;;5314;141
;7177;4059;248
;2511;5423;31
;6965;5214;160
;8571;4486;39
4722;;9046;107
373;;7975;386
;1168;2024;245
9636;;2879;21
;161;658;199
5057;;1778;17
;7994;7762;136
;4266;5208;210
4551;;3771;368
6289;;7295;249
;9016;6218;67
;5840;7367;6
;7174;222;468
;4639;2669;45
7769;;8243;327
;8801;2824;51
;8540;2255;276
2293;;1426;277
;6996;4121;204
9119;;3064;303
;1630;1655;5
9342;;8052;73
;3772;7151;47
2625;;7073;1
;3031;2613;11
6824;;14;74
8470;;9761;101
6222;;6556;100
8017;;9516;114
841;;3673;198
666;;9354;18
;1635;1732;218
1635;;802;372
85;;6172;38
2254;;9560;83
;4321;215;120
1242;;3793;95
9083;;2932;205
3448;;2548;393
;3350;5999;17
6245;;5789;75
1499;;8420;3
536;;416;58
6168;;9954;10
349;;6819;152
;8326;8053;94
2580;;5124;316
4187;;8496;11
;7714;5813;18
2218;;2860;264
;6286;6245;82
5122;;1108;11
9587;;9974;32
2566;;1508;68
;4012;1438;123
;4243;480;152
;1098;2636;14
6677;;1076;370
563;;9739;26
;7527;9121;299
;8030;7751;26
;8426;6835;233
1091;;911;22
9132;;4294;114
;708;1385;80
3125;;1030;33
6955;;5369;164
6595;;4040;72
4915;;204;286
3409;;1259;392
;8496;2656;13
5165;;3980;88
3426;;4592;267
;8342;5090;295
;7622;8198;338
;7640;6690;17
;1206;609;2
;4717;6069;3
1553;;784;215
;1851;5312;221
3736;;3265;127
5493;;4125;167
2728;;694;37
8256;;7841;26
8797;;9653;79
;2437;7410;106
;3997;2332;52
;9154;2240;18
1496;;428;231
2310;;1934;191
7937;;3797;120
7599;;4428;113
3328;;3378;322
;6750;7147;44
6738;;1646;49
2675;;9337;137
;6266;5631;281
;4460;4574;18
;1684;5145;200
1411;;3172;161
;130;5937;213
;3951;3598;14
;6041;1805;396
;6290;3856;71
;4209;8937;101
;2050;8381;8
;4358;1078;29
;5480;2608;79
;734;5688;146
799;;226;109
5757;;4694;216
;8189;827;223
;3781;9577;100
4486;;3576;120
4218;;8866;17
;2811;7755;15
1915;;5193;28
;2013;7121;112
;295;6275;0
600;;5929;116
5288;;5888;176
;2808;6775;6
;1112;1862;218
;674;1640;264
3695;;2446;297
4275;;3503;76
2807;;4556;1
6442;;9437;228
4866;;5193;212
9438;;4222;12
;6864;487;12
;8772;5213;88
;768;9790;216
2504;;2957;290
;2851;7148;4
8805;;35;10
;8002;8480;27
;6377;7291;361
6422;;1180;164
;7742;197;160
;9891;6217;140
;5247;3763;228
1261;;2476;48
;3908;1698;20
;936;3555;291
;9930;1747;143
;8947;1378;53
545;;6810;112
;4817;2227;190
6802;;6599;28
1650;;1788;75
;7624;716;174
1803;;2577;43
2140;;6684;83
;8768;5140;154
;7252;8957;193
;6520;9327;351
2426;;5814;145
;55;3209;44
202;;7803;96
;1090;2065;28
9404;;6867;151
8612;;1980;328
;1773;2191;278
;7940;688;237
;6261;4010;128
6867;;3715;15
;6201;8473;74
;3239;6849;34
8708;;3381;136
5772;;1630;121
6279;;3659;114
5498;;160;32
3628;;3169;86
998;;7975;117
6929;;745;39
;9054;3376;31
;9821;9632;153
9599;;7121;102
;1036;4141;17
6199;;557;86
;9538;436;400
3159;;1358;1
;5540;8209;210
8154;;1255;8
;8600;8520;251
;1039;836;227
8245;;1245;53
9586;;4524;381
;6212;5280;100
;4645;5528;92
1959;;7249;152
;7065;3792;85
4320;;8440;294
9727;;6569;51
;3485;4569;56
3195;;1655;6
;610;9963;178
8444;;8152;274
;5422;2790;117
3530;;8444;207
6753;;3914;64
8984;;2372;291
9285;;5521;155
;7724;1890;49
;5433;1773;134
6872;;5029;11
;6065;7716;35
;3265;281;297
;4197;3378;415
9975;;4505;124
4212;;2878;66
;4106;6940;238
1916;;3239;414
4619;;2093;234
;8363;5999;14
8255;;1554;321
;4330;9925;114
;8924;5788;114
;8883;3355;1
;6173;3761;345
;9706;7993;2
2660;;6792;137
;3025;7351;36
4295;;734;179
;2129;7871;248
;2180;2297;0
8856;;7351;9
5867;;2618;109
7561;;6009;105
;2985;5566;90
;9342;1102;118
;3827;932;366
1629;;242;1
6431;;4433;150
;9454;4323;124
;5497;1990;177
2383;;6114;197
;493;1903;337
;30;4543;206
;9672;861;103
3499;;3910;3
;4526;7159;5
;2176;6308;30
5271;;2297;1
4612;;4226;228
3083;;1549;164
1856;;2384;4
;8836;3593;90
;9710;1055;31
8543;;804;212
;8745;2833;148
;3054;4393;191
3255;;8168;204
;3120;9730;240
;9121;4133;252
3540;;3317;164
2158;;9260;6
;5376;688;274
9690;;629;191
;308;6915;11
;7673;1879;129
6791;;5660;0
;8030;416;4
5496;;2074;89
879;;8388;354
3035;;4642;84
1768;;4138;199
;8418;15;219
1699;;3400;311
7431;;4557;41
;3675;7562;272
;5753;9864;260
873;;5309;30
;2678;7672;8
7734;;7753;28
8605;;3969;48
;1508;6771;211
3409;;3672;50
;3658;1001;69
5613;;2857;23
7899;;7119;284
57;;3956;157
4712;;1506;313
;2390;7587;74
;6611;4664;71
7653;;8949;16
;6438;716;2
9684;;3349;80
576;;3967;9
7477;;3493;37
;6096;1144;65
3241;;4438;13
3471;;878;41
936;;1943;5
;7728;5319;233
;1764;6005;314
;6878;8057;86
;5595;2701;59
4395;;8387;156
;2123;7426;41
;1880;4451;203
3372;;3379;71
5247;;7837;2
;1519;8664;15
29;;9770;153
5239;;2721;33
;8892;1827;27
;3863;3741;196
;2389;109;10
;560;9158;3
;2058;3712;30
6155;;665;171
;7434;788;21
;3086;7112;201
2082;;8419;91
4753;;6830;134
8592;;2492;52
;7890;2030;213
2973;;3646;188
5961;;8586;93
9802;;8432;84
;2199;1714;255
7265;;4301;123
;3907;7311;156
;3162;351;391
4691;;8606;173
;4544;5683;64
;7185;4466;184
;4853;1448;126
;6099;3755;241
;2438;2524;5
3581;;8054;25
;2950;2778;275
;1807;1397;72
;7114;303;31
;5412;8040;89
;2569;7877;5
777;;6250;80
;339;5228;142
4074;;7224;13
;576;5411;227
;7158;3177;82
;3466;6223;387
;4736;4459;275
;6461;7314;199
;1541;9691;416
2812;;711;92
977;;2073;172
866;;4490;64
;5007;588;67
;4163;9272;13
;5702;2489;312
3424;;5624;195
;7982;5032;45
1722;;8502;67
7732;;9246;66
8023;;3685;8
4219;;9973;136
;7962;2009;309
2227;;4233;21
4959;;4233;63
;7863;510;32
8893;;7937;61
;7045;339;105
;9071;1587;13
457;;3091;154
6769;;1717;30
4000;;2760;120
2522;;5924;44
8639;;7814;6
9999;;8849;17
1269;;175;86
23;;980;43
;9122;5321;257
;2596;1915;246
;7479;4453;67
2006;;944;0
;7501;2673;201
;4835;3666;170
5041;;3000;91
3694;;6385;91
7024;;7141;91
;5681;2045;281
;1796;6427;128
;4055;1035;37
;1304;5027;6
1142;;7737;377
1207;;2246;42
;6559;8623;134
;819;4799;462
5938;;4137;137
5123;;2348;8
;2484;2484;106
;7044;1262;386
9936;;8451;42
1336;;7366;26
690;;2599;16
;2512;5333;86
;9105;5142;299
6856;;629;147
;4145;8765;351
;3231;4655;19
;865;5715;196
;8495;7098;5
;6545;568;435
4750;;5976;14
;1639;5253;149
3462;;330;386
3305;;1506;26
6446;;9060;175
6023;;4131;221
;1744;3422;5
3207;;4326;197
8998;;7160;174
7842;;9836;109
1278;;3194;116
;5284;3718;86
;911;1495;83
;1706;6662;18
;3100;1271;96
8994;;3613;451
4859;;3436;84
5974;;200;88
;4707;2295;56
;7752;8101;123
;7425;2354;57
;5483;6992;48
;8565;2264;147
;3131;8970;15
;3411;7854;76
285;;1426;82
;2105;460;5
2843;;3918;61
;7349;5509;1
;8001;7879;24
;7802;5016;276
;7271;9691;142
266;;1325;50
7503;;2249;72
2117;;7688;102
;405;282;182
3608;;4489;119
;1143;4612;207
;2167;6303;178
;8011;1672;48
;5249;6508;5
9352;;3252;62
862;;4483;21
;5183;9427;290
829;;3083;312
;936;2217;7
;7384;8590;134
2021;;5242;102
1921;;5408;82
7976;;3578;120
1071;;1335;115
1729;;9475;40
6790;;8122;142
24;;7492;371
;6900;5417;155
3751;;9011;67
5620;;2390;40
1886;;27;97
;6917;7565;0
;2129;9152;94
;8690;6432;352
;8772;2224;49
;259;1218;241
;7119;2479;93
9861;;3096;113
;8717;8279;142
5600;;1988;1
7664;;7183;3
6470;;9460;383
;9968;8213;29
;32;6493;18
;6821;5872;1
6723;;3030;13
;4703;5695;25
2169;;1478;258
;2092;2178;8
;8237;6014;15
;5337;3670;86
;5719;7628;2
7054;;9835;158
;6307;5299;116
;8645;2393;40
;3043;5206;27
;7493;9973;28
;7857;6069;1
8924;;6716;57
;2384;4034;103
9026;;6829;151
;8405;65;247
;1835;9196;360
;5559;7722;11
;2390;2200;10
1536;;6159;24
4856;;906;67
;6054;7869;6
;2392;3278;89
;4742;473;219
3677;;2695;59
;9908;981;31
;5094;1023;316
5513;;6814;165
;7145;2415;49
;200;1066;169
;2563;730;25
;5109;6225;170
;3919;1443;361
;5156;6040;84
;4184;5006;4
797;;7334;244
;2198;4440;230
;5914;5118;118
2719;;91;49
;8715;386;223
1998;;9803;136
;2970;2020;126
9483;;1712;37
4013;;1785;0
;2555;7562;33
;8757;8954;202
7138;;7363;69
;6323;7881;75
;2835;8320;163
;2151;5133;84
;6866;1034;0
9668;;1147;62
8865;;3056;69
5536;;6406;35
6412;;4858;373
;2944;5416;37
1964;;2233;18
3168;;555;7
;6249;5720;10
3253;;3875;266
8802;;4148;31
1188;;5993;359
;4222;1006;112
;2164;9613;31
2283;;2818;198
;6237;6781;156
583;;2208;83
5183;;6077;3
7787;;9827;181
;1492;1276;131
4060;;6183;115
;3317;188;126
5384;;2292;85
4753;;6594;53
235;;5055;26
8946;;3672;20
;9365;1809;404
2580;;6315;242
;9611;3385;230
;117;4329;148
6191;;3495;65
;7028;5904;85
;1070;8595;72
;9717;5842;3
;3909;5751;23
2252;;3352;119
;8331;8739;140
2245;;4535;35
;3387;3428;19
;642;2288;119
6166;;4354;19
;2937;4898;60
364;;9747;98
;9836;942;107
;5716;3272;19
;140;7927;130
8283;;4660;102
1752;;8753;54
;7655;6282;10
534;;5195;1
382;;8490;161
;7768;6927;162
5787;;467;355
;7391;9309;74
;3952;1880;82
3579;;5148;21
8611;;5809;26
;2342;252;1
;7291;9432;17
6945;;7493;141
2793;;7176;7
;6988;8225;33
;2828;2253;141
8797;;2058;202
4692;;3849;17
;6312;6647;88
;7613;266;4
8239;;4253;13
2199;;8244;174
;8145;6236;9
;4448;7738;68
425;;5880;28
8773;;7714;228
;7066;1266;48
;4190;7964;1
;4572;8124;89
5088;;5064;72
;4363;524;63
754;;4811;69
7540;;9398;422
;3660;7800;11
8968;;1392;230
9394;;2387;24
1888;;5674;70
404;;6231;131
;1656;3155;243
1863;;3451;141
;2136;5476;0
;232;7385;164
;4181;6349;29
;6632;3845;155
4911;;3427;22
;3301;4805;94
;1725;6541;37
177;;7661;11
;6392;7683;60
1258;;1798;296
6026;;5946;21
;5297;3719;3
5180;;5074;272
302;;3223;87
1338;;6458;14
4807;;6956;355
;7267;6362;132
;8930;3955;101
;4198;4109;269
;7839;6226;149
;1109;6645;35
;5480;5355;79
;3567;9084;49
5883;;3539;180
8134;;1714;339
7552;;8093;47
;4666;4907;30
8009;;438;74
;7746;1205;197
6695;;3011;59
;3133;6600;24
2262;;3214;138
6319;;9991;150
7773;;6978;0
;8881;7693;162
;2396;6411;248
5128;;878;2
;7371;8620;27
;5731;5441;4
;7248;1687;18
3317;;5439;176
;4134;5386;314
;1573;316;122
;2709;2850;180
;4944;729;15
2147;;3995;68
;6161;8376;41
3617;;9630;209
9001;;8983;287
;8243;9745;243
;3429;5311;230
;9085;3880;254
;3596;356;8
;347;7796;3
;3705;1315;155
;3755;2988;89
;6707;5263;167
;8634;9990;14
764;;679;232
1599;;1593;36
6969;;4775;263
9755;;8437;56
6172;;216;4
;8140;4360;14
;4507;7013;91
4653;;6069;0
154;;2104;40
8119;;833;69
;6663;6310;39
;5212;5694;39
;8419;3644;310
5835;;9410;21
8864;;5525;33
4044;;3029;73
;6472;4476;8
9138;;8621;63
;1629;5600;25
;9270;2014;244
;3640;1875;24
;9915;8405;26
;8206;411;213
;5217;2959;310
327;;5494;142
;3399;619;30
327;;8099;236
;9118;1535;345
3738;;7321;74
47;;7305;189
;3474;8252;248
;2670;4668;160
;7912;2846;22
4699;;3251;119
6762;;7152;165
;8008;1473;42
7753;;342;30
;7343;230;59
;1384;972;13
8995;;9916;70
5799;;5361;3
2079;;1743;257
1132;;3421;144
2516;;695;149
6343;;1873;19
1578;;6776;219
;9070;5791;59
;6954;2566;196
1683;;4097;9
;8062;4803;159
823;;7789;221
;2588;3308;177
;433;5416;20
;5847;8552;90
1624;;3214;122
3155;;6597;36
8814;;1634;43
528;;9923;3
8015;;2903;17
;3510;4911;369
;3102;9097;340
;127;3141;50
;1853;217;61
6367;;6145;29
;2347;1200;2
;66;4071;56
6789;;8276;7
9227;;5578;238
;8629;311;20
4211;;9785;177
;3616;2450;16
1583;;2735;68
;8228;5610;155
5763;;9791;41
8483;;6660;33
;2026;7642;80
8415;;5147;252
;2418;1715;129
;2136;6542;4
3845;;140;333
;8859;3459;181
;2485;7249;80
9271;;6755;161
;8556;61;36
1502;;9963;219
8534;;9041;120
3948;;1256;49
;405;245;58
;2135;1162;141
2650;;2258;153
;6979;4828;104
;8144;1410;124
9504;;7406;187
;8971;7170;438
;6097;6300;27
7037;;9597;3
7190;;2162;5
5992;;7289;203
1750;;5041;211
2956;;5378;267
;7975;7567;247
6545;;8481;199
;6938;4919;15
8824;;4069;125
282;;898;39
;7660;1770;2
1820;;8234;389
5906;;5075;197
;5206;5869;148
227;;8574;38
;1548;1534;328
;9644;3381;177
;6382;1226;181
;7019;1473;107
3305;;6250;142
881;;1178;24
;1685;4649;127
;3947;4504;40
1739;;1807;62
1924;;6927;16
;7392;3119;94
;1868;6108;244
;9842;4652;45
;4201;4918;2
7694;;51;127
;6730;8298;24
1333;;9946;192
;2814;8115;26
;6127;5459;56
2971;;9367;338
;82;8192;11
;4991;3607;125
9188;;579;161
5301;;6008;27
;2348;6532;178
;1370;5199;76
3202;;409;84
8150;;9600;10
;7717;5670;140
6202;;4057;225
;3594;7276;8
;4104;5714;78
7400;;8763;0
;4596;4109;319
7872;;4975;178
;3846;3778;4
;7067;1632;24
;4352;6526;9
2492;;1852;11
;8183;9777;135
;9215;4865;129
;6914;467;62
;9346;9561;339
1742;;6100;100
;7877;1235;18
;4006;1452;221
212;;126;91
2525;;8765;53
4003;;5645;355
;5913;9721;124
;5544;7686;51
;8278;7543;377
;6494;4273;46
;2429;1124;174
778;;4650;152
5025;;9598;34
1214;;6682;308
;7944;497;185
6477;;6421;228
9734;;7033;230
;3509;8360;10
6276;;2796;9
;2707;8629;134
;6259;4095;31
5671;;2508;117
3216;;1612;44
;334;1873;11
5072;;2278;78
9821;;1129;351
7534;;9710;31
;8989;6775;102
;8130;2688;34
3702;;5642;13
7309;;861;40
8536;;7675;72
;5562;5600;8
3189;;1153;69
4518;;115;67
2450;;7858;21
4774;;1017;21
;2144;1725;481
4379;;4481;142
6588;;19;43
2887;;2861;9
2379;;5712;140
;4395;4988;53
;7355;4109;108
;3944;2216;28
;814;4862;29
;3766;313;0
59;;278;68
270;;2878;107
;7735;6853;57
5471;;7916;34
;3213;9079;158
9302;;8801;7
6476;;6746;48
5222;;7997;5
6472;;799;121
2517;;5339;1
;4596;5836;22
8517;;4086;148
4102;;8013;2
8557;;4663;392
8554;;1745;94
2650;;5455;15
;3966;6857;181
;1477;8709;107
;4779;6224;238
;900;9690;127
7243;;1211;157
8520;;4700;11
8124;;93;70
;2560;6449;25
9530;;9791;76
;6841;8015;327
6060;;7276;270
;5047;8285;339
;2762;4605;169
5541;;4191;328
7500;;1769;5
2887;;4548;109
1767;;333;70
6649;;526;9
9113;;4237;10
4972;;8961;200
;8845;9985;93
1616;;1925;5
814;;7467;64
;428;7483;63
;525;5820;290
;6689;3050;4
;1560;3373;213
;96;3887;241
5416;;4056;30
5494;;7647;63
;6884;6934;273
7526;;9445;141
8802;;2565;90
9247;;7628;1
4424;;2393;44
;1283;5889;93
;684;7078;188
3496;;233;17
;1271;6594;8
7294;;4229;278
6618;;138;54
7930;;9142;233
6858;;7340;146
106;;2186;305
;3928;5075;263
;243;4383;345
;6505;9966;23
9059;;2463;88
;3996;2253;132
8233;;18;52
;9960;3997;306
;3893;9465;133
949;;4391;16
;9848;6199;424
;6248;1956;112
;8414;6318;216
3265;;2757;93
;6244;3445;184
5100;;8317;77
8294;;9652;29
;8807;1705;103
4450;;1927;93
;2393;5711;60
;9390;1444;76
8373;;7568;2
6565;;8439;211
;7278;8968;101
2373;;9854;35
4018;;8577;30
1006;;3027;192
;6828;3019;85
;50;2870;105
;9703;5836;232
3237;;1853;285
;7935;4695;302
;6370;6050;10
;5814;5807;171
;4985;9986;17
3381;;788;20
;2562;5698;132
;9269;462;12
2942;;5839;73
;436;687;154
8342;;5519;3
7200;;463;147
9799;;3878;54
5182;;771;149
4508;;5912;40
;65;6322;250
;8291;2214;82
5194;;8200;24
5726;;3551;302
;6002;9933;178
6934;;3002;79
;1039;3484;26
;4494;2296;422
;1904;7029;36
1563;;2828;363
;7890;4997;165
;3753;1146;267
;9415;3620;67
6359;;5608;0
2221;;5652;172
;6306;1602;85
3227;;375;280
7936;;6381;284
;2921;9475;12
1906;;6088;57
;966;9327;76
3181;;9569;291
4708;;6659;20
;1517;843;43
;3562;6336;283
9868;;9617;79
8667;;6862;0
4513;;5100;28
5608;;7366;34
1112;;2463;186
;9793;796;11
;4265;9980;123
;3314;4040;29
;7016;5557;247
;2479;1249;65
;9299;5968;21
2007;;8766;224
;9361;2320;42
2591;;5453;256
;3036;9672;96
4258;;2124;38
6545;;2260;20
;1748;501;101
5898;;928;257
;1068;1613;409
4079;;3690;290
3097;;5786;127
;331;7189;10
;6780;3346;138
1688;;8120;9
3806;;815;53
3649;;1747;178
;315;9679;255
;7897;2698;41
;6077;6659;24
1944;;7121;81
9968;;1355;4
;9335;890;27
3045;;2644;18
5435;;3969;62
;5722;7612;86
;7730;4381;121
4135;;7108;25
;5734;8888;30
;9969;414;76
;2647;9467;56
8161;;2917;65
8630;;6358;4
;2071;7584;68
;3507;9348;108
;1029;5456;318
;528;154;120
;8756;911;36
;940;9754;194
;7041;7599;15
;3108;2254;51
;4194;9044;186
2520;;2022;51
5551;;4749;380
;3744;8756;337
;234;3132;1
;5664;7633;125
5495;;3794;152
5756;;2742;229
;3375;1749;11
;9624;7618;155
7003;;9660;217
;3451;8981;113
5908;;2683;13
;7294;1552;37
;4901;7698;139
3990;;8499;191
1768;;3978;28
9810;;7713;217
;2310;989;18
;348;6776;91
5267;;1530;20
;8045;5090;214
;3433;7885;34
1622;;6468;183
3383;;9362;62
1889;;7206;187
887;;1858;56
;3461;532;178
;9128;5697;411
170;;8549;1
;6027;8488;119
8509;;4778;10
5607;;1471;54
;3779;1738;248
7720;;4249;22
9358;;8253;20
;8989;1285;102
;1921;1394;158
2193;;6587;22
600;;1532;246
6028;;9577;163
;6019;2011;232
9578;;2156;182
6130;;8957;47
2676;;6136;12
;3833;8527;291
6748;;6986;115
5968;;6593;75
;3481;3833;22
;4150;8006;333
;5791;3536;37
4295;;7112;55
;8656;7530;26
;1013;608;95
;857;1704;301
3417;;1556;68
676;;76;243
1778;;2927;162
5741;;2854;187
747;;127;61
;9211;6851;119
;8218;5841;217
750;;3028;39
9923;;6904;182
;8637;1929;82
35;;9688;114
;7058;712;55
;5697;6681;3
7800;;6011;67
8045;;5540;132
5326;;2104;27
;792;8766;251
9020;;3325;233
8782;;1833;264
;7778;3242;87
;8663;2973;134
3938;;8396;290
;1826;3943;61
;5872;485;71
2834;;1950;42
7509;;6147;209
7544;;9425;42
;3020;7262;210
;8860;5068;405
;5176;6727;6
3328;;3030;60
;5233;2464;177
9108;;9246;139
9868;;810;33
;9175;7087;174
3045;;2775;288
1066;;8452;123
1031;;6026;15
;8289;4047;136
;3763;5322;247
;261;7457;12
4780;;3630;131
;2077;5042;186
;5024;9166;21
2580;;6819;233
107;;1964;230
;3371;7294;141
8458;;5748;43
;7970;2447;1
1640;;8840;359
3745;;9093;193
8292;;1619;94
;1274;890;9
;8583;7083;25
;6367;9118;283
;8968;4000;23
7058;;8692;2
;3041;4423;129
1692;;4345;49
;1955;1052;278
4662;;7841;22
3045;;2536;43
;9062;1051;41
4861;;3660;201
1444;;5856;430
8667;;519;77
;3276;2365;196
;6122;6914;112
1862;;9818;248
;4644;8669;29
8524;;5996;123
7092;;7844;77
;2323;3659;110
1205;;9734;10
;7774;7766;31
;59;7581;42
;2308;1462;3
6227;;8204;112
;242;7035;108
3265;;4333;5
;4341;2696;17
;3972;3239;298
2295;;7492;16
1758;;4976;28
3100;;2693;7
;1224;4178;111
;5511;6179;92
;9049;2508;63
254;;6683;55
6569;;3579;97
;4970;473;27
;3614;9138;83
;3006;6217;115
8581;;3986;47
765;;9031;82
8305;;3601;60
9174;;2207;8
;3438;316;48
;4487;6004;296
;3681;7796;59
;6482;7436;69
;3545;184;51
8317;;3589;259
1046;;4360;9
6399;;7154;97
;702;3600;216
105;;8379;46
2038;;5227;338
;8095;5239;7
6950;;6838;140
;1777;9082;189
;9003;8584;13
6902;;4342;153
;9199;1592;155
;4552;3378;109
;4529;9374;434
4622;;2;6
;3768;1915;79
;9583;7818;6
8033;;5470;78
7626;;7930;86
4302;;4188;257
;7680;8434;205
7586;;4929;61
;6151;8393;24
1859;;74;297
5232;;7168;1
;7317;3533;75
3673;;9041;394
1002;;467;303
;126;241;135
2557;;4746;279
;7533;9130;219
;7371;2668;183
;9269;2394;3
6164;;7385;65
5120;;4800;147
1854;;9876;36
;8493;9109;82
8715;;5945;143
9684;;1846;193
;9389;5699;35
7785;;178;77
;6815;8088;55
8823;;272;154
4254;;9086;14
;3277;6906;274
7079;;8020;192
;247;8236;308
;9125;5836;16
8639;;8076;5
8967;;462;4
;4233;4963;22
1180;;5323;283
6998;;7518;103
9169;;8518;22
802;;2531;1
1900;;6020;417
6526;;9896;56
;1114;8360;17
;5116;1131;187
;6121;7076;78
1105;;226;76
;6541;9906;23
6712;;2020;63
;5722;2564;214
9993;;6341;201
;6685;1985;3
108;;1395;21
9780;;3643;164
1250;;1121;2
;2820;1864;25
5412;;2281;67
;3746;5158;89
;8785;1177;269
;6511;642;69
2968;;6658;70
;6880;1026;111
;8224;9556;55
;5625;1133;201
;5486;718;133
3399;;4832;350
;9756;2223;35
7759;;7774;156
;8204;8253;77
;6935;6182;49
3872;;2207;23
6120;;8777;365
;305;7083;18
;9839;3343;124
663;;5081;252
3100;;3343;121
3541;;1528;2
;1168;140;266
6894;;4400;228
6120;;9452;90
;4239;647;284
3213;;6687;15
1698;;8259;180
;508;7691;216
3103;;2600;107
;8486;1473;171
;532;4096;136
;3909;7598;62
;2340;6639;69
;9188;9280;202
;3501;6457;164
7370;;8125;34
5407;;8917;0
;5094;9317;310
;5549;3759;158
;9002;4473;162
;4243;3882;348
;9213;4848;116
7370;;5964;106
;7613;3304;51
;3739;2869;77
;6230;156;46
;977;189;376
3310;;9410;13
;9182;1912;109
;3986;7498;32
4592;;4143;231
;7995;8873;34
;9098;4204;92
;4828;7903;190
8425;;9311;19
;293;888;264
8;;2396;207
;3540;5981;178
;6689;6490;190
;9120;6878;48
;6514;9315;28
;9982;3618;283
;6373;7659;6
;8380;8298;52
8727;;388;53
;6210;373;49
;6701;8237;135
;6450;4277;16
6198;;106;25
;9320;250;465
;2413;9247;82
;5130;6796;314
4776;;9985;70
1151;;6268;343
;1591;7534;0
;4210;2346;31
1177;;6997;328
;7513;3292;106
;9503;8132;110
;5669;9352;182
;9680;9120;54
;4134;59;0
;2630;4268;181
;9393;8041;224
;3119;107;12
9302;;7865;75
;2094;559;221
;2076;7447;192
;9126;1050;97
3162;;937;233
;7635;1911;5
;2809;3166;56
9184;;2483;102
2311;;2336;0
6741;;263;21
5139;;8961;84
7955;;3901;0
;9887;7080;6
;2844;1275;61
7084;;4059;79
4423;;1551;67
8524;;3786;280
;5323;5314;101
;8460;9085;196
714;;7941;78
9400;;9709;117
4446;;9865;19
;943;4929;362
;8815;8343;255
;986;3587;56
;3378;2645;415
;3855;6732;57
7152;;7532;36
9313;;4581;254
2062;;550;106
932;;8803;99
3476;;8925;25
;2952;4506;24
7868;;5266;75
;8776;8833;11
9897;;8859;39
3914;;6137;46
;6988;8892;394
;5409;5415;100
5030;;8939;130
;2594;1997;74
4988;;6674;154
737;;6639;233
;4300;4611;6
;643;886;12
8499;;5101;9
;2310;2996;37
8096;;9886;58
;2403;858;368
;4084;5042;106
3079;;9100;173
8154;;3651;192
7949;;2535;86
;5119;4575;31
;845;2791;29
;6358;1182;70
5890;;9273;99
;4161;394;3
;2068;2574;75
;8296;9094;118
;581;1673;49
;98;6515;8
;2071;2373;32
5076;;8766;204
7346;;2991;38
;2090;4714;277
;420;8254;32
;974;8232;50
;368;9381;93
1844;;8807;3
18;;9911;137
5256;;460;73
;9578;3090;368
8474;;4593;20
;8333;4546;36
;7651;7661;2
;9951;4074;213
3926;;685;144
;8550;385;133
;9236;4726;73
2624;;6388;377
2862;;4669;165
;2924;7830;123
8580;;6092;0
9245;;7766;124
508;;595;151
6985;;2446;324
;7209;1738;149
;5375;1511;60
;1135;477;27
1896;;2896;127
3655;;5177;397
;2435;2881;184
;7553;9695;11
6390;;8159;30
;702;9081;233
